   -2.68000   -2.60000   -2.42000   -2.30000   -2.16000   -2.14000   -2.10000
   -2.08000   -1.98000   -1.84000   -1.70000   -1.68000   -1.82000   -1.42000
   -1.52000  -0.980000  -0.920000  -0.220000    9.60000    3.20000   -2.00000E-02
   -2.00000E-02  -0.280000  -0.120000    20.2000    24.6000    12.0000    20.0000
    25.0000    28.4000   -2.58000   -2.40000   -2.26000   -1.96000   -1.96000
   -1.94000   -1.68000   -1.48000   -1.46000   -1.48000   -1.44000   -1.54000
   -1.54000   -1.62000   -1.78000   -1.94000   -1.02000   -1.02000  -0.960000
  -0.680000  -0.980000  -0.880000  -0.780000  -0.600000   -2.00000E-02    23.0000
    28.8000    34.6000    40.6000    31.0000   -2.16000   -2.34000   -2.16000
   -2.02000   -1.70000   -1.48000  -0.980000   -2.00000E-02  -0.820000  -0.760000
   -1.06000  -0.940000   -1.12000   -1.30000   -1.50000   -1.58000   -1.46000
   -1.48000   -1.46000   -1.52000   -1.36000   -1.18000   -1.00000  -0.980000
  -0.800000  -0.660000  -0.380000   -6.00000E-02    15.2000    15.6000   -2.14000
   -2.24000   -2.18000   -2.02000   -1.88000   -1.50000   -1.16000  -0.940000
   -4.00000E-02    11.8000    8.40000    19.4000    18.0000  -0.520000  -0.960000
   -1.06000  -0.980000  -0.980000  -0.960000  -0.800000  -0.980000   -1.08000
   -1.00000   -1.02000  -0.980000  -0.800000  -0.660000  -0.580000    7.80000
    15.2000   -2.12000   -2.24000   -2.12000   -2.00000   -1.98000   -1.80000
   -1.50000   -1.32000   -1.08000   -8.00000E-02    26.8000    73.4000    28.2000
    17.2000    5.80000    23.6000    11.0000    1.80000   -1.00000E-01  -0.200000
   -2.00000E-02  -0.220000  -0.220000  -0.420000  -0.360000  -0.580000  -0.640000
  -0.620000   -2.00000E-02    28.6000   -2.02000   -1.98000   -1.92000   -1.98000
   -2.00000   -1.98000   -1.70000   -1.42000   -1.08000  -0.920000  -0.200000
    23.6000    52.6000    27.2000    9.60000    9.40000    22.2000    25.6000
    15.4000    13.8000    28.6000    10.8000    13.6000   0.200000    17.2000
   10.40000  0.   -8.00000E-02  -0.540000  -0.380000   -1.62000   -1.60000
