4   20.150  17.093  19.095  15.986   
15  42.960  40.622  39.440  37.742  
18  10.455  11.623   9.195  11.006   
44  74.655  79.097  72.895  77.303  
59  40.865  38.232  42.300  38.596
64  12.010  10.256  14.325  11.329
74  16.205  16.643  25.135  22.754
75   6.230   7.537  15.870  18.378
Male   Female 
1971   1981   

