   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600
   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600
   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600
   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600
   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600
   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600
   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600
   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600
   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600
   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600   -16.2600
   -16.2600   -16.2600   -16.2600   -7.32000   -7.34000   -7.39000   -7.47000
   -7.59000   -7.76000   -7.97000   -8.23000   -8.55000   -8.93000   -9.39000
   -9.93000  -10.57000   -11.3000   -12.1600   -13.1500   -14.2800   -15.5900
   -17.0800   -18.7900   -20.7100   -22.8100   -24.9100   -26.5900   -27.2900
   -27.0000   -26.2500   -25.4800   -24.8600   -24.4100   -24.1100   -23.9400
   -23.8600   -23.8300   -23.8300   -23.8400   -23.8500   -23.8400   -23.8300
   -23.8300   -23.8600   -23.9400   -24.1100   -24.4100   -24.8600   -25.4800
   -26.2500   -27.0000   -27.2900   -26.5900   -24.9100   -22.8100   -20.7100
   -18.7900   -17.0800   -15.5900   -14.2800   -13.1500   -12.1600   -11.3000
  -10.57000   -9.93000   -9.39000   -8.93000   -8.55000   -8.23000   -7.97000
   -7.76000   -7.59000   -7.47000   -7.39000   -7.34000   -7.32000   -6.68000
   -6.67000   -6.63000   -6.56000   -6.49000   -6.43000   -6.38000   -6.38000
   -6.45000   -6.61000   -6.89000   -7.33000   -7.96000   -8.82000   -9.98000
   -11.5200   -13.5500   -16.2800   -20.0500   -24.9600   -26.6100   -23.1800
   -20.5900   -19.2300   -18.8000   -19.1400   -20.2700   -22.3400   -25.7300
   -30.9100   -31.2700   -26.0800   -22.5900   -20.3900   -19.0300   -18.2700
   -18.0300   -18.2700   -19.0300   -20.3900   -22.5900   -26.0800   -31.2700
   -30.9100   -25.7300   -22.3400   -20.2700   -19.1400   -18.8000   -19.2300
   -20.5900   -23.1800   -26.6100   -24.9600   -20.0500   -16.2800   -13.5500
   -11.5200   -9.98000   -8.82000   -7.96000   -7.33000   -6.89000   -6.61000
   -6.45000   -6.38000   -6.38000   -6.43000   -6.49000   -6.56000   -6.63000
   -6.67000   -6.68000   -13.5500   -13.4200   -13.0600   -12.4900   -11.7600
   -10.9200  -10.04000   -9.18000   -8.41000   -7.78000   -7.35000   -7.18000
   -7.33000   -7.90000   -8.99000   -10.7900   -13.6600   -18.4100   -25.6300
   -21.3800   -16.6800   -14.4600   -13.7500   -14.2900   -16.2800   -20.7400
   -32.4400   -21.5200   -15.0700   -11.4400   -9.04000   -7.36000   -6.17000
   -5.33000   -4.78000   -4.46000   -4.36000   -4.46000   -4.78000   -5.33000
   -6.17000   -7.36000   -9.04000   -11.4400   -15.0700   -21.5200   -32.4400
   -20.7400   -16.2800   -14.2900   -13.7500   -14.4600   -16.6800   -21.3800
   -25.6300   -18.4100   -13.6600   -10.7900   -8.99000   -7.90000   -7.33000
   -7.18000   -7.35000   -7.78000   -8.41000   -9.18000  -10.04000   -10.9200
   -11.7600   -12.4900   -13.0600   -13.4200   -13.5500   -20.4000   -20.5300
   -20.9700   -21.8500   -23.4100   -25.6800   -26.1400   -22.0100   -17.5600
   -14.1000   -11.5500   -9.77000   -8.72000   -8.43000   -9.02000   -10.7800
   -14.4200   -21.7800   -19.6300   -13.4400   -10.5900   -9.61000  -10.16000
   -12.5400   -18.5300   -27.2000   -14.0400   -8.89000   -5.90000   -3.95000
   -2.63000   -1.74000   -1.13000  -0.730000  -0.480000  -0.340000  -0.300000
  -0.340000  -0.480000  -0.730000   -1.13000   -1.74000   -2.63000   -3.95000
   -5.90000   -8.89000   -14.0400   -27.2000   -18.5300   -12.5400  -10.16000
   -9.61000   -10.5900   -13.4400   -19.6300   -21.7800   -14.4200   -10.7800
   -9.02000   -8.43000   -8.72000   -9.77000   -11.5500   -14.1000   -17.5600
   -22.0100   -26.1400   -25.6800   -23.4100   -21.8500   -20.9700   -20.5300
   -20.4000   -18.3000   -18.0400   -17.3000   -16.2800   -15.2500   -14.4600
   -14.1800   -14.7100   -16.6100   -21.4000   -31.5000   -18.7900   -13.4100
