    25.0000   0.806774   0.711480   0.150000
    24.3902    2.64292   0.213133   0.580000
    19.2308    5.69396    1.69010E-02    13.3800
    17.5439    5.78174  -0.823849   0.510000
    24.3902    6.19647  -0.258685    2.54000
    13.8889    1.03628E-01  -0.767184    3.21000
    24.3902   0.132935   -1.10490    3.15000
    22.2222   0.179404   -1.00769    2.63000
    15.1515   0.416404    4.27600E-03    11.9400
    15.3846   0.488108   0.358925    1.71000
    15.6250   0.570283  -0.540322    4.31000
    20.8333   0.614571   -1.20229    2.50000
    20.0000   0.701182    4.65000E-04    1.95000
    17.2414   0.786194  -0.415735    2.91000
    20.8333   0.977816   0.416113    6.81000
    4.87805    1.10421  -0.135000    11.0900
    19.2308    1.16806   0.280764    3.36000
    25.0000    1.20674  -0.213278    3.01000
    22.7273    1.33248    2.61800E-03    1.01000
    24.3902    1.46810    4.18900E-03    2.86000
    21.7391    1.50396  -0.259005    1.85000
    16.6667    1.51014  -0.891568    2.74000
    23.8095    1.63893   -1.03305    11.8200
    2.65252    1.75819  -0.290538    1.42000
    2.65252    1.75819  -0.290538    11.1800
    17.2414    1.76386   0.655979   10.30000
    19.6078    1.77884   -1.08012    1.81000
    25.0000    1.89360  -0.270437    3.41000
    23.8095    1.89898   0.290276    1.70000
    14.7059    1.96967   0.558502   0.740000
    14.7059    1.96967   0.558502    1.96000
    23.8095    2.16718  -0.637100    2.56000
    8.84956    2.26717  -0.572145    12.2700
    20.8333    2.28339  -0.951636   0.360000
    15.1515    2.33786   0.841942    2.24000
    20.0000    2.36345   -1.15534    2.50000
    22.7273    2.41145   -1.21320   0.110000
    23.8095    2.52708   -1.00801    3.43000
    22.2222    2.63754   0.619414    2.75000
    23.8095    2.70765    1.14877    3.11000
    23.8095    2.87469   0.988753   0.490000
    19.6078    2.91992  -0.393599    3.02000
    25.0000    2.92974   0.362997   0.570000
    11.9048    2.97424   0.377600    13.8600
    4.85437    3.06726   -1.12675    13.0500
    19.2308    3.08078   0.254148    4.48000
    13.1579    3.08274   0.259209    1.54000
    23.8095    3.11307  -0.294465    3.29000
    18.8679    3.19815    1.00024    1.93000
    16.6667    3.21917   0.458641    5.05000
    18.5185    3.36265  -0.696499    2.92000
    19.6078    3.48097  -0.636140    1.27000
    15.1515    3.52409  -0.145036    11.4100
    22.7273    3.72800   0.900527    2.97000
    18.5185    3.87505  -0.276371    1.41000
    19.2308    3.98624   -1.02305    2.65000
    24.3902    4.06907   0.469171   0.300000
    13.5135    4.11997  -0.659033    12.1500
    19.6078    4.48329  -0.273404   0.960000
    22.2222    4.55230  -0.421175    2.44000
    17.2414    4.59288   0.219823   0.890000
    17.8571    4.59885  -0.950676    3.98000
    18.1818    4.69833    1.44393    13.1100
    25.0000    4.73411    9.68700E-03    1.74000
    8.06452    4.86617   0.676079   0.500000
    12.1951    4.97700    1.23193    12.7500
    9.61538    5.05205    1.31770E-02    12.3900
    5.10204    5.18513   0.152454    2.22000
    10.8696    5.20949   -2.03620E-02    13.5100
    19.2308    5.21465  -0.272706    3.60000
    22.2222    5.31915  -0.736670    3.86000
    13.5135    5.37660   0.434585    10.8800
    20.0000    5.50459  -0.349995    3.33000
    22.7273    5.52263  -0.373411    3.52000
    24.3902    5.56895  -0.936539    2.45000
    15.6250    5.57361    1.08861    1.48000
    17.2414    5.60619   0.960042    13.4800
    22.2222    5.61433    1.28162    11.1500
    19.6078    5.65644    1.44559    11.5600
    14.4928    5.69098  -0.285447    2.02000
    22.7273    5.79308    1.66100E-02    1.74000
    23.8095    5.84275    1.11700E-02    1.97000
    22.7273    5.95830  -0.900236    1.70000
    23.2558    5.97663  -0.578428    2.63000
    20.8333    5.99168    1.77400E-03    14.9100
    6.71141    5.99910  -0.521647    2.03000
    19.2308    6.02266   0.741557    3.67000
    25.0000    6.05299  -0.396682    3.61000
    13.1579    6.07306    1.42830E-02    14.8000
    16.9492    6.20178   0.563215    11.7500
    8.19672    6.28126  -0.758080    13.4800
    8.19672    6.28126  -0.758080    13.4800
    21.2766    2.66160E-02   0.634424    4.57000
    15.1515    2.83610E-02    1.02753    1.37000
    15.1515    3.80330E-02  -0.274742    3.99000
    23.2558   0.138389   0.831470    5.57000
    20.4082   0.139989  -0.918911    4.02000
    15.8730   0.142534    1.51550E-02    4.20000
    21.2766   0.184422  -0.388857    3.60000
    25.0000   0.198167    1.08500E-02    6.11000
    21.7391   0.202239   0.290974    3.39000
    4.18410   0.202966    2.67600E-03    14.2600
    15.6250   0.207766  -0.190473    4.23000
    15.6250   0.218456    1.06203    3.83000
    19.6078   0.313649    3.34500E-03    3.67000
    14.4928   0.318230  -0.799327    4.15000
    20.8333   0.323248   -1.20674    3.26000
    20.8333   0.323175   -1.20671    5.71000
    25.0000   0.399606   0.600797    6.91000
    16.1290   0.409496   0.718316    3.06000
    23.2558   0.467455  -0.190822    2.85000
    20.0000   0.480908   0.512019    1.91000
    18.5185   0.502216  -0.907799    4.75000
    21.2766   0.511379   -1.07884    1.22000
    22.2222   0.568247    1.09370E-02    3.94000
    14.4928   0.685693  -0.210893    4.02000
    25.0000   0.694128   0.697837    2.94000
    20.0000   0.701182    4.65000E-04    4.69000
    12.6582   0.701473   0.855527    3.62000
    23.2558   0.707873    1.57950E-02    2.43000
    13.6986   0.710200  -0.327829    3.78000
    15.8730   0.736816  -0.772886    7.17000
    13.5135   0.828809  -0.509343    3.20000
    20.4082   0.829972    6.66100E-03    3.51000
    17.5439   0.909748   -1.10153    3.49000
    16.3934   0.935128    4.27600E-03    3.21000
    21.2766   0.950399    6.54500E-03    5.04000
    22.7273   0.965526   0.430105    9.02000
    13.8889   0.967344   0.319306    14.3900
    17.5439   0.980434  -0.408347    3.01000
    22.2222   0.982324   0.418702    7.77000
    18.1818    1.04741    7.03900E-03    4.08000
    23.2558    1.06275  -0.484966    3.74000
    21.7391    1.07017   0.661651    3.83000
    16.9492    1.11141  -0.900789    3.09000
    18.1818    1.13206  -0.451078    4.68000
    23.2558    1.21714  -0.732307    2.62000
    17.5439    1.22296  -0.649986    3.82000
    7.57576    1.25278   0.119991    3.79000
    25.0000    1.27968    1.03850E-02    5.81000
    18.8679    1.31553  -0.859076    4.01000
    20.4082    1.32099   0.899422    3.43000
    12.0482    1.32928   -1.00426    4.31000
    20.8333    1.33626    9.07600E-03    3.53000
    18.8679    1.37131    1.38191    3.66000
    15.6250    1.40280   0.302609    4.04000
    21.7391    1.46512  -0.501227    3.59000
    8.13008    1.49392  -0.392057    4.05000
    15.3846    1.54519  -0.247399    2.78000
    23.8095    1.63027   0.214471    3.16000
    22.7273    1.68060  -0.450671    4.28000
    21.2766    1.73543    1.38968    3.81000
    19.2308    1.75616   0.226048    1.94000
    21.2766    1.76066  -0.553877    4.28000
    21.2766    1.78241  -0.812621    3.49000
    23.8095    1.79688   0.231139    2.86000
    24.3902    1.80939   -1.30311    5.71000
    14.4928    1.81295  -0.618541    5.42000
    21.7391    1.88116  -0.814628    2.79000
    16.3934    1.90734   0.385308    2.46000
    25.0000    1.90763  -0.284487    3.71000
    16.6667    1.94560   0.556495    3.07000
    22.7273    1.94669   0.868791    3.58000
    18.8679    1.97185  -0.387228    3.07000
    3.48432    1.99265    9.34620E-02    2.66000
    3.48432    1.99265    9.34620E-02    12.9900
    7.04225    1.99854  -0.301766    13.7600
    13.6986    2.05250  -0.603503    4.33000
    5.78035    2.06006   -1.18042    1.57000
    21.7391    2.11700    1.21946    4.91000
    17.8571    2.13009   -1.06726    3.49000
    20.0000    2.13082  -0.238265    4.02000
    23.8095    2.13518   0.310667    3.17000
    15.8730    2.16870   0.477898    4.14000
    19.2308    2.18099   -1.33974    2.64000
    18.5185    2.19074   -6.26280E-02    4.26000
    20.0000    2.23925    1.38750E-02    4.48000
    16.1290    2.25561  -0.392522    4.01000
    16.1290    2.25561  -0.392522    5.66000
    13.5135    2.34484   0.732714    3.30000
    18.8679    2.34825   -1.02785    3.77000
    18.5185    2.38244    1.17530    3.47000
    15.8730    2.41618  -0.649317    3.62000
    17.5439    2.42861   -1.19517    4.16000
    17.5439    2.46897   -1.40187    8.86000
    14.0845    2.47232   -4.45060E-02    3.87000
    15.3846    2.48155  -0.702433    2.66000
    19.2308    2.48504   0.905937    1.76000
    19.6078    2.53929  -0.480661    3.32000
    20.8333    2.65012  -0.621538    4.53000
    25.0000    2.66707    2.38500E-03    5.20000
    16.6667    2.68125   0.407678    4.71000
    19.6078    2.69223   0.344264    3.34000
    21.7391    2.69834  -0.265841    5.49000
    23.8095    2.70183   0.724017    3.90000
    11.7647    2.72015   -1.28764    3.65000
    22.2222    2.72779    1.44539    3.53000
    12.3457    2.73768   0.981539    4.38000
    20.4082    2.74633  -0.933077    3.33000
    22.2222    2.76655  -0.208769    3.96000
    19.2308    2.84073  -0.346475    3.81000
    17.2414    2.84138  -0.770472    6.91000
    18.8679    2.93737   0.925805    5.12000
    21.2766    2.97279   0.188582    2.31000
    19.2308    2.99962  -0.896891    5.96000
    23.8095    3.00253   0.725413    5.08000
    19.6078    3.00864    1.07093    4.02000
    22.7273    3.01853    5.90500E-03    4.00000
   10.00000    3.08958    3.57210E-02    3.60000
    19.6078    3.10631  -0.654001    4.99000
    19.2308    3.16019   -1.12285    2.72000
    14.7059    3.16703  -0.426731    3.18000
    24.3902    3.18296   0.236404    8.24000
    20.8333    3.26157  -0.228928    4.78000
    19.2308    3.27022  -0.277855    2.88000
   10.10101    3.31225   -2.05080E-02    2.72000
   10.10101    3.31225   -2.05080E-02    3.48000
    25.0000    3.34440    1.05752    3.86000
    23.8095    3.36243    4.91600E-03    4.24000
    20.4082    3.40810  -0.354562   0.400000
    18.5185    3.43632   0.310551    2.98000
    20.8333    3.43959   0.631806    6.41000
    19.2308    3.45195   -1.02689    3.48000
    20.4082    3.47653    1.48373    5.73000
    20.0000    3.57092   0.886128    4.83000
    20.0000    3.59027  -0.572320    2.72000
    17.5439    3.59921   0.309009    3.28000
    24.3902    3.70059   0.442060    2.89000
    23.2558    3.72357    1.33230E-02    2.25000
    20.0000    3.73571  -0.446656    4.35000
    14.7059    3.76771   0.908992    3.22000
    15.8730    3.80698   0.522927    3.47000
    20.4082    3.81149   -1.18178    4.49000
    19.6078    3.83287   -1.13024    1.73000
    24.3902    3.84152    7.70800E-03    1.93000
    21.2766    3.85323  -0.440373    3.56000
    21.2766    3.85330  -0.440402    5.46000
    25.0000    3.87228   0.405583    5.01000
    20.8333    3.87425  -0.275586    3.55000
    24.3902    3.90326    2.50200E-03    2.54000
    16.1290    3.94922   0.437435    3.89000
    23.8095    3.96428  -0.906141    4.81000
    21.2766    3.98827    1.17873    3.51000
    16.9492    4.09168  -0.776609    3.49000
    12.0482    4.14826   -1.10441    2.45000
    17.8571    4.14928   0.743332    3.36000
    23.2558    4.16244   0.664792    3.61000
    12.3457    4.16317   0.276168    3.40000
    21.7391    4.19291    1.02447    2.34000
    23.8095    4.19582  -0.196116    2.28000
    23.2558    4.24462   0.593118    3.83000
    25.0000    4.26818   0.695103    3.47000
    17.8571    4.30512   0.643499    12.6000
    23.8095    4.38228   0.992563    2.96000
    16.9492    4.43202    1.13815    3.75000
    20.4082    4.46249    1.35260E-02    4.46000
    22.7273    4.46925   0.951810    3.14000
    22.7273    4.46925   0.951810    4.02000
    16.3934    4.48795  -0.753542    2.26000
    16.6667    4.52911  -0.367593    3.28000
    23.2558    4.60997  -0.861955    2.93000
    16.6667    4.62699  -0.378036    3.76000
    21.2766    4.63739    1.25966    2.95000
    21.2766    4.63753    1.25980    4.18000
    22.2222    4.70291    1.20140E-02    2.89000
    16.9492    4.71389    3.17100E-03    3.63000
    16.3934    4.73476   0.533253    3.97000
    24.3902    4.74465    1.94900E-03    3.73000
    21.2766    4.77171    1.12364    3.40000
    22.7273    4.78218  -0.797931    5.07000
    7.75194    4.80821    1.26905    4.13000
    20.4082    4.90224   0.357732    2.65000
    18.5185    4.98740  -0.648154    2.86000
    18.5185    4.98740  -0.648154    3.66000
    21.7391    5.02223    1.33479    3.43000
    14.2857    5.07444    5.25920E-02    2.59000
    22.2222    5.12579  -0.251559    3.73000
    17.8571    5.12731   0.874493    3.21000
    22.7273    5.15175  -0.272066    3.71000
    22.2222    5.15859    1.01048    4.51000
    20.4082    5.16847   0.586602    3.44000
    21.2766    5.18636   0.179564    3.52000
    20.8333    5.22338  -0.590587    4.07000
    21.7391    5.34948  -0.313809    3.09000
    21.2766    5.39267   -1.05973    3.47000
   10.41667    5.42416  -0.444213    4.05000
    23.8095    5.42845    1.00181    2.64000
    20.4082    5.43274  -0.770937    3.55000
    22.2222    5.47078  -0.462306   0.400000
    25.0000    5.53710  -0.706360    3.84000
    17.5439    5.55034   0.171100    3.27000
    17.5439    5.55034   0.171100    4.08000
    20.0000    5.55361   0.660284    2.21000
    8.62069    5.59520   -1.14481    4.54000
    21.7391    5.68058   0.497707    2.82000
    21.7391    5.68058   0.497707    4.41000
    21.2766    5.71840  -0.240651    3.45000
    13.3333    5.77999   0.438075    3.14000
    19.2308    5.79105  -0.572378    3.50000
    25.0000    5.86464    2.41400E-03    3.76000
    21.7391    5.88471    1.41370E-02    4.46000
    22.2222    5.89904  -0.365906    3.44000
    20.8333    5.95241   0.207984    2.60000
    24.3902    5.97714    9.91900E-03    3.23000
    20.0000    6.02455  -0.611211    3.59000
    25.0000    6.05270  -0.752786    3.82000
    21.7391    6.06608   0.857534    2.84000
    24.3902    6.08469   -1.02119    2.05000
    14.0845    6.18447    9.34620E-02    3.39000
    25.0000    6.23748    1.34954    4.58000
  0.  0.  0.    4.79000
    22.2222    1.58530E-02    1.01505    4.24000
    22.2222    1.58530E-02    1.01505    5.47000
    20.4082    1.62900E-02  -0.861374    4.14000
    20.4082    1.62900E-02  -0.861374    9.95000
    24.3902    2.16710E-02  -0.420593    6.75000
    19.6078    3.94880E-02   -1.03303    6.88000
    16.9492    4.58150E-02    1.20491    11.7500
    22.2222    6.01410E-02   0.273055    14.1700
    14.7059    6.28320E-02  -0.923827    6.00000
    22.2222    6.43590E-02  -0.770210    6.22000
    23.2558    6.72680E-02  -0.239691    4.71000
    19.2308    7.03220E-02    5.73000E-03    5.03000
    7.19424    7.62850E-02   -1.13740    4.95000
    20.4082    8.85750E-02  -0.217932    4.84000
    6.28931    1.01010E-01   -1.35323    3.81000
    24.3902   0.132935   -1.10490    4.26000
    15.8730   0.142534    1.51550E-02    5.30000
    13.5135   0.151770  -0.437057    4.93000
    13.5135   0.151770  -0.437057    5.75000
    23.8095   0.165951  -0.420157    4.26000
    17.5439   0.166242   -1.04257    4.66000
    24.3902   0.166896    8.81400E-03    5.08000
    24.3902   0.173296  -0.918475    11.0600
    22.2222   0.179404   -1.00769   10.27000
    23.8095   0.183113  -0.467600    5.94000
    17.8571   0.185586   -1.15040    5.28000
    22.7273   0.196930  -0.649404    6.04000
    5.81395   0.200930    1.00446    4.62000
    15.6250   0.204857  -0.409918    6.20000
    20.4082   0.228273   0.415939    5.85000
    15.8730   0.231982  -0.909457    12.7000
    24.3902   0.234164    1.02820    2.68000
    20.0000   0.251326   0.312936    5.89000
    25.0000   0.257726    1.42825    6.41000
    22.7273   0.272124  -0.693736    5.94000
    20.8333   0.274088   0.264300    7.61000
    7.87401   0.283324   0.954283    5.64000
    19.6078   0.313503    3.11200E-03    6.41000
    23.2558   0.314958  -0.735798    6.64000
    20.8333   0.317866   -1.13489    7.43000
    20.0000   0.351464  -0.230848    6.34000
    13.6986   0.361936  -0.490348    7.61000
    14.2857   0.396551  -0.426411    6.18000
    17.5439   0.404478  -0.526505    6.68000
    17.5439   0.404478  -0.526505    9.98000
    24.3902   0.427022    1.16346    5.75000
    11.4943   0.430803   0.739376    4.66000
    18.8679   0.434003  -0.797117    7.91000
    3.61011   0.443966  -0.282742    5.71000
    17.8571   0.445929   0.346155   0.500000
    15.3846   0.463382  -0.728584    6.19000
    23.2558   0.466582  -0.191113    4.94000
    17.2414   0.497489  -0.905065    2.52000
    17.2414   0.497489  -0.905065    9.82000
    20.0000   0.500543  -0.182968    4.91000
    20.0000   0.531959  -0.796797    5.78000
    20.0000   0.531959  -0.796797    11.4900
    18.5185   0.537195  -0.494158   10.05000
    15.8730   0.540104   0.784580    13.2000
    25.0000   0.545558    1.48350E-02    4.91000
    25.0000   0.545412    1.44860E-02    8.53000
    22.2222   0.568247    1.09370E-02    6.01000
    20.8333   0.581482    6.89400E-03    8.21000
   10.30928   0.584682   0.593351    4.80000
   10.41667   0.596609  -0.456954    6.24000
    13.1579   0.611953  -0.419633    4.59000
    22.7273   0.625624    9.65700E-03    6.42000
    15.6250   0.633333    3.57800E-03    8.53000
    24.3902   0.666785    1.34680E-02    4.88000
    22.7273   0.672385  -0.835688    10.7200
    18.1818   0.675875  -0.607226    4.48000
    25.0000   0.678566   0.534184    5.36000
    20.8333   0.684747  -0.463033    7.18000
    14.4928   0.685693  -0.210893    4.79000
    23.2558   0.686347    1.13400E-03    6.00000
    23.2558   0.686347    1.13400E-03    7.17000
    23.8095   0.691438  -0.529705    6.14000
    14.2857   0.701837  -0.890375    4.64000
