    -2.443    -3.325    -4.418    -5.722    -7.214    -8.827   -10.450   -11.924
   -13.079   -14.002   -13.841   -13.516   -13.271   -13.277   -13.553   -13.961
   -14.265   -14.235   -12.751   -11.388    -9.804    -8.164    -6.600    -5.196
    -3.994    -3.003    -2.214    -1.144    -0.806    -0.562    -0.391    -0.272
    -0.190    -0.134    -0.096    -0.069    -2.808    -3.821    -5.073    -6.559
    -8.238   -10.012   -11.712   -13.109   -13.963   -13.558   -12.531   -11.429
   -10.685   -10.600   -11.215   -12.298   -13.447   -14.244   -13.846   -12.668
   -11.083    -9.325    -7.588    -6.001    -4.631    -3.497    -2.592    -1.361
    -0.971    -0.689    -0.489    -0.349    -0.251    -0.182    -0.134    -0.099
    -3.155    -4.292    -5.693    -7.345    -9.185   -11.071   -12.764   -13.945
   -14.293   -11.964    -9.742    -7.580    -6.153    -5.924    -6.967    -8.942
   -11.236   -13.195   -14.456   -13.654   -12.195   -10.396    -8.531    -6.787
    -5.264    -3.998    -2.984    -1.602    -1.162    -0.842    -0.613    -0.450
    -0.333    -0.250    -0.189    -0.144    -3.465    -4.712    -6.244    -8.038
   -10.005   -11.952   -13.561   -14.414   -14.101    -9.436    -5.803    -2.398
    -0.164     0.254    -1.257    -4.247    -7.877   -11.222   -14.574   -14.309
   -13.091   -11.329    -9.390    -7.525    -5.876    -4.496    -3.388    -1.872
    -1.386    -1.030    -0.772    -0.584    -0.447    -0.345    -0.268    -0.208
    -3.721    -5.058    -6.695    -8.600   -10.658   -12.625   -14.104   -14.581
   -13.562    -6.504    -1.449     2.848     5.686     6.314     4.575     0.949
    -4.015    -8.772   -14.335   -14.678   -13.768   -12.104   -10.139    -8.194
    -6.452    -4.986    -3.804    -2.180    -1.655    -1.267    -0.980    -0.766
    -0.605    -0.480    -0.382    -0.302    -3.906    -5.308    -7.021    -9.003
   -11.119   -13.082   -14.431   -14.574   -12.950    -3.884     1.996     7.344
    11.004    11.821     9.598     4.933    -0.565    -6.510   -13.981   -14.875
   -14.265   -12.720   -10.767    -8.785    -6.989    -5.470    -4.241    -2.543
    -1.987    -1.570    -1.255    -1.013    -0.823    -0.669    -0.542    -0.435
    -4.008    -5.446    -7.201    -9.226   -11.371   -13.327   -14.594   -14.533
   -12.544    -2.270     3.980    10.175    14.303    15.242    12.767     7.533
     1.211    -5.111   -13.785   -15.041   -14.642   -13.199   -11.281    -9.301
    -7.494    -5.959    -4.714    -2.981    -2.405    -1.964    -1.622    -1.348
    -1.123    -0.931    -0.766    -0.623    -4.022    -5.465    -7.225    -9.257
   -11.409   -13.368   -14.631   -14.553   -12.526    -2.107     4.116    10.483
    14.697    15.659    13.136     7.793     1.086    -5.025   -13.937   -15.282
   -14.954   -13.567   -11.697    -9.758    -7.984    -6.475    -5.248    -3.522
    -2.937    -2.478    -2.107    -1.798    -1.529    -1.289    -1.074    -0.880
    -3.945    -5.362    -7.092    -9.095   -11.229   -13.203   -14.543   -14.640
   -12.914    -3.445     2.196     8.130    12.056    12.934    10.550     5.533
    -0.814    -6.314   -14.469   -15.623   -15.221   -13.848   -12.041   -10.185
    -8.492    -7.052    -5.877    -4.203    -3.619    -3.146    -2.747    -2.394
    -2.071    -1.769    -1.487    -1.227    -3.784    -5.144    -6.810    -8.747
   -10.837   -12.824   -14.295   -14.712   -13.551    -5.919    -1.356     3.668
     6.989     7.705     5.615     1.283    -3.596    -8.630   -15.247   -16.003
   -15.435   -14.059   -12.346   -10.620    -9.060    -7.734    -6.645    -5.065
    -4.492    -4.008    -3.577    -3.172    -2.780    -2.398    -2.030    -1.683
    -3.548    -4.826    -6.395    -8.232   -10.243   -12.223   -13.834   -14.630
   -14.168    -8.871    -4.989    -1.865     0.668     1.170    -0.522    -3.588
    -7.369   -11.354   -16.035   -16.316   -15.568   -14.220   -12.650   -11.112
    -9.736    -8.568    -7.601    -6.155    -5.600    -5.106    -4.636    -4.166
    -3.688    -3.204    -2.726    -2.269    -3.252    -4.426    -5.871    -7.576
    -9.471   -11.404   -13.115   -14.258   -14.480   -11.568    -9.001    -6.699
    -5.215    -4.935    -5.983    -8.312   -11.115   -13.826   -16.603   -16.464
   -15.606   -14.358   -13.000   -11.710   -10.570    -9.600    -8.785    -7.508
    -6.978    -6.470    -5.953    -5.404    -4.819    -4.209    -3.594    -3.000
    -2.915    -3.968    -5.270    -6.815    -8.558   -10.391   -12.129   -13.517
   -14.287   -13.429   -12.095   -10.727    -9.833    -9.832   -10.629   -12.173
   -13.958   -15.554   -16.806   -16.406   -15.563   -14.513   -13.441   -12.454
   -11.591   -10.849   -10.207    -9.139    -8.621    -8.101    -7.531    -6.891
    -6.182    -5.423    -4.646    -3.886    -2.554    -3.478    -4.623    -5.990
    -7.552    -9.235   -10.914   -12.411   -13.533   -14.172   -13.802   -13.296
   -12.973   -13.061   -13.640   -14.544   -15.541   -16.328   -16.626   -16.168
   -15.485   -14.728   -14.001   -13.352   -12.782   -12.273   -11.804   -10.946
   -10.458    -9.927    -9.313    -8.587    -7.751    -6.832    -5.874    -4.925
    -2.187    -2.980    -3.964    -5.144    -6.505    -7.999    -9.545   -11.022
